Student_ID,Study_Hours,Attendance,Previous_Marks,Assignments,Internal_Marks,Final_Result,Grade
STU1443,3.7,45.0,30.0,40.8,27.7,Fail,Fail
STU1444,4.6,73.5,69.8,65.3,54.8,Pass,B
STU1445,4.8,52.7,45.3,32.2,47.7,Fail,Fail
STU1446,6.2,75.9,62.1,66.5,64.4,Pass,B
STU1447,5.9,73.7,64.7,61.5,53.3,Pass,C
STU1448,5.5,58.1,40.3,54.4,59.4,Pass,C
STU1449,6.6,56.7,49.6,65.3,52.8,Fail,Fail
STU1450,4.8,53.0,41.2,62.3,34.9,Fail,Fail
STU1451,6.2,59.2,55.7,61.0,52.1,Pass,C
STU1452,8.8,68.4,65.5,79.4,67.5,Pass,A
STU1453,5.1,59.3,44.3,61.1,58.9,Pass,C
STU1454,9.2,65.7,63.6,82.3,54.2,Pass,B
STU1455,5.9,69.8,31.5,69.3,60.5,Pass,C
STU1456,3.3,74.8,62.5,50.9,62.4,Pass,C
STU1457,6.6,61.9,66.0,56.4,51.1,Pass,C
STU1458,5.1,61.6,41.8,40.8,45.1,Pass,C
STU1459,6.6,67.9,51.8,48.6,45.7,Pass,C
STU1460,5.2,62.4,33.8,55.3,44.4,Fail,Fail
STU1461,8.2,84.9,100.0,100.0,79.7,Pass,A+
STU1462,4.8,75.0,73.8,76.6,64.7,Pass,B
STU1463,5.0,66.6,50.6,61.4,59.0,Pass,C
STU1464,5.4,58.6,70.4,74.7,52.3,Pass,B
STU1465,5.3,74.9,59.5,57.1,44.9,Pass,C
STU1466,6.3,74.2,47.3,54.3,57.4,Pass,B
STU1467,8.4,66.2,66.3,85.4,65.1,Pass,B
STU1468,7.3,74.6,72.3,80.2,68.2,Pass,B
STU1469,4.2,69.8,48.9,54.9,51.4,Pass,C
STU1470,5.8,61.4,49.8,61.5,52.0,Pass,C
STU1471,6.9,75.4,55.2,67.4,68.0,Pass,B
STU1472,2.6,70.3,24.9,40.9,40.5,Fail,Fail
STU1473,4.0,48.4,37.6,53.5,36.8,Fail,Fail
STU1474,7.7,66.8,73.1,88.8,66.5,Pass,B
STU1475,7.2,84.3,79.7,92.6,75.7,Pass,B
STU1476,6.3,72.4,47.3,67.4,68.3,Pass,B
STU1477,6.6,70.7,75.5,69.2,62.6,Pass,B
STU1478,6.8,83.6,49.9,76.7,64.6,Pass,B
STU1479,7.9,75.2,100.0,84.0,77.4,Pass,A
STU1480,6.9,83.5,86.5,87.9,79.6,Pass,A
STU1481,6.6,61.5,56.0,55.9,68.9,Pass,B
STU1482,4.5,75.6,27.4,52.8,54.5,Fail,Fail
STU1483,5.8,72.7,33.4,40.8,45.3,Fail,Fail
STU1484,5.8,62.8,62.6,71.0,58.8,Pass,B
STU1485,5.3,56.8,41.6,54.7,31.7,Fail,Fail
STU1486,5.2,64.0,35.1,34.9,49.4,Pass,C
STU1487,3.8,59.2,61.0,55.0,50.9,Pass,C
STU1488,2.9,58.7,48.4,39.7,48.9,Fail,Fail
STU1489,6.5,82.1,78.8,91.3,71.7,Pass,A
STU1490,8.3,58.0,62.0,81.2,60.7,Pass,B
STU1491,5.4,67.8,57.6,66.3,55.0,Pass,B
STU1492,10.0,74.0,80.7,84.9,80.0,Pass,A
STU1493,5.5,64.2,64.6,59.6,55.1,Pass,B
STU1494,5.2,73.9,43.3,49.9,66.3,Pass,C
STU1495,9.4,69.3,86.4,98.0,75.0,Pass,A
STU1496,8.7,79.8,81.6,92.2,56.9,Pass,A
STU1497,6.8,56.9,50.1,50.1,45.0,Pass,C
STU1498,7.0,63.9,56.8,74.6,50.7,Pass,B
STU1499,6.0,67.9,45.6,38.4,34.7,Fail,Fail
STU1500,4.9,59.7,36.8,37.6,54.7,Fail,Fail
STU1501,7.9,80.8,82.2,72.8,74.5,Pass,A
STU1502,7.7,92.5,84.3,79.3,85.0,Pass,A
STU1503,3.5,53.5,39.3,30.1,42.9,Fail,Fail
STU1504,6.7,67.1,68.8,76.3,53.2,Pass,B
STU1505,5.0,52.9,46.7,53.5,45.0,Pass,C
STU1506,5.0,56.6,43.1,59.9,56.7,Pass,C
STU1507,6.0,89.7,53.4,64.3,50.7,Pass,B
STU1508,5.9,72.1,46.6,57.8,33.5,Pass,C
STU1509,6.1,56.2,64.2,71.1,53.9,Pass,C
STU1510,6.5,49.2,43.8,57.2,44.8,Pass,C
STU1511,5.2,74.6,72.6,55.9,63.0,Pass,B
STU1512,5.7,72.5,53.1,72.0,63.8,Pass,B
STU1513,5.0,71.0,68.4,54.8,61.1,Pass,C
STU1514,3.0,58.2,34.2,39.0,49.2,Fail,Fail
STU1515,5.2,62.1,54.4,55.1,59.7,Pass,C
STU1516,6.8,77.2,74.7,68.0,56.5,Pass,B
STU1517,8.1,72.9,61.9,73.2,67.3,Pass,A
STU1518,5.5,45.0,48.3,56.0,47.8,Pass,C
STU1519,5.1,66.8,70.4,66.1,49.9,Pass,C
STU1520,8.8,66.5,55.8,74.1,53.9,Pass,B
STU1521,5.2,55.8,38.5,41.2,34.7,Fail,Fail
STU1522,7.2,99.4,50.7,82.9,66.1,Pass,B
STU1523,5.0,65.8,43.3,59.0,56.8,Pass,C
STU1524,5.7,69.9,80.0,86.7,59.3,Pass,B
STU1525,4.7,70.0,44.5,62.5,45.6,Pass,C
STU1526,4.9,57.5,24.7,51.9,34.8,Fail,Fail
STU1527,5.9,58.4,34.2,36.5,48.8,Fail,Fail
STU1528,7.6,73.9,75.2,76.4,60.0,Pass,B
STU1529,5.8,88.7,51.1,66.7,64.3,Pass,B
STU1530,3.8,50.4,39.1,44.5,44.7,Fail,Fail
STU1531,6.9,77.5,80.1,75.7,75.2,Pass,A
STU1532,2.2,46.0,48.1,43.7,32.3,Fail,Fail
STU1533,6.2,72.5,58.3,68.9,67.7,Pass,B
STU1534,4.4,49.7,33.2,40.5,44.0,Fail,Fail
STU1535,4.8,58.9,64.9,60.5,48.7,Pass,C
STU1536,4.5,65.7,71.9,55.9,75.4,Pass,B
STU1537,5.5,69.7,51.8,56.2,43.3,Fail,Fail
STU1538,5.0,73.1,48.5,55.5,53.3,Pass,C
STU1539,6.0,65.1,74.8,73.8,57.7,Pass,B
STU1540,2.4,63.7,50.2,54.3,58.4,Fail,Fail
STU1541,7.0,68.5,74.9,68.5,77.5,Pass,B
STU1542,6.4,47.4,53.2,69.9,54.4,Fail,Fail
STU1543,8.3,70.4,74.1,62.9,71.9,Pass,B
STU1544,7.3,77.1,74.1,79.3,71.9,Pass,B
STU1545,2.4,69.4,32.6,31.2,33.5,Fail,Fail
STU1546,5.5,65.3,50.2,59.8,38.5,Pass,C
STU1547,5.7,60.4,73.5,69.4,75.5,Pass,B
STU1548,6.1,61.2,67.2,62.7,57.8,Pass,C
STU1549,7.2,80.3,57.8,75.8,61.0,Pass,B
STU1550,6.5,81.8,50.7,58.3,65.3,Pass,B
STU1551,6.0,54.4,57.6,77.1,48.6,Pass,C
STU1552,5.6,49.8,46.7,68.9,54.9,Pass,C
STU1553,6.5,94.5,79.9,85.7,73.9,Pass,A
STU1554,5.5,73.6,81.4,58.4,66.2,Pass,B
STU1555,6.2,63.0,52.2,68.5,59.3,Pass,C
STU1556,5.9,69.4,53.6,58.0,44.5,Fail,Fail
STU1557,6.3,45.0,57.2,52.7,48.4,Pass,C
STU1558,4.7,64.5,54.4,59.4,60.6,Pass,B
STU1559,8.0,74.2,65.1,70.8,62.9,Pass,B
STU1560,5.2,72.8,44.6,63.4,60.8,Pass,B
STU1561,6.3,61.3,66.0,60.4,51.6,Pass,C
STU1562,7.7,85.9,85.8,100.0,81.0,Pass,A+
STU1563,4.6,66.9,57.7,62.8,61.2,Pass,C
STU1564,6.5,67.6,63.5,64.8,60.2,Pass,B
STU1565,8.2,69.9,84.7,90.5,69.5,Pass,A
STU1566,5.2,61.0,54.2,53.8,57.4,Pass,C
STU1567,3.6,45.0,31.0,43.2,41.5,Fail,Fail
STU1568,5.3,65.5,52.4,42.5,53.1,Pass,C
STU1569,2.2,60.3,33.5,45.6,41.1,Fail,Fail
STU1570,5.0,63.0,61.1,58.4,46.6,Pass,B
STU1571,6.8,68.5,58.2,62.8,58.3,Pass,B
STU1572,6.8,68.8,94.3,82.6,69.6,Pass,B
STU1573,6.7,68.0,67.1,77.0,58.5,Pass,A
STU1574,4.4,65.7,58.1,53.2,52.8,Pass,C
STU1575,7.5,98.4,63.6,72.2,66.2,Pass,B
STU1576,3.3,45.0,28.8,31.9,20.0,Fail,Fail
STU1577,4.7,83.1,57.7,54.2,59.2,Pass,C
STU1578,8.1,83.3,67.1,94.0,70.1,Pass,B
STU1579,3.5,58.3,32.1,37.4,32.8,Fail,Fail
STU1580,6.6,93.3,69.7,85.5,74.7,Pass,B
STU1581,6.6,74.1,80.0,72.0,75.9,Pass,B
STU1582,6.7,68.1,63.1,54.9,61.4,Pass,B
STU1583,5.7,72.7,82.9,70.7,76.4,Pass,B
STU1584,8.8,97.7,85.5,100.0,88.6,Pass,A+
STU1585,6.6,79.4,63.2,67.2,70.7,Pass,A
STU1586,7.0,64.4,54.7,80.2,54.3,Pass,B
STU1587,5.6,52.3,48.2,67.1,45.4,Pass,C
STU1588,4.6,59.2,40.8,59.2,29.0,Fail,Fail
STU1589,6.2,67.6,81.1,70.6,73.7,Pass,B
STU1590,5.1,60.4,44.4,44.7,59.2,Pass,C
STU1591,5.0,79.7,68.6,57.8,57.7,Pass,B
STU1592,2.5,59.9,57.1,51.1,49.9,Fail,Fail
STU1593,7.0,71.6,83.3,77.4,57.9,Pass,A
STU1594,7.3,71.3,54.6,55.0,64.5,Pass,C
STU1595,4.9,84.2,84.4,72.5,79.3,Pass,B
STU1596,4.4,45.0,60.4,56.1,35.5,Pass,C
STU1597,6.3,60.3,49.1,60.8,56.5,Pass,C
STU1598,6.9,61.8,52.4,67.8,45.7,Pass,C
STU1599,5.5,75.1,55.7,62.2,56.6,Pass,C
STU1600,5.7,66.7,64.1,78.5,64.3,Pass,B
STU1601,6.7,57.4,65.6,73.3,60.8,Pass,C
STU1602,6.3,66.0,41.1,63.7,48.5,Pass,C
STU1603,6.4,69.5,87.4,88.4,64.7,Pass,A
STU1604,6.8,68.5,80.3,92.1,77.1,Pass,A
STU1605,6.0,65.8,71.7,60.6,64.1,Pass,B
STU1606,7.3,81.8,82.6,86.6,79.9,Pass,B
STU1607,5.2,56.2,42.9,51.7,39.2,Fail,Fail
STU1608,6.1,45.0,48.9,56.1,38.4,Fail,Fail
STU1609,4.2,61.4,23.9,46.4,46.6,Fail,Fail
STU1610,7.5,91.8,79.5,78.5,77.7,Pass,A
STU1611,6.5,79.3,70.1,73.9,71.3,Pass,B
STU1612,4.4,57.3,59.9,43.5,67.2,Pass,C
STU1613,7.2,68.5,62.9,83.1,67.9,Pass,B
STU1614,4.6,58.7,45.9,44.9,46.2,Pass,C
STU1615,8.6,92.6,99.8,97.7,81.6,Pass,A+
STU1616,9.3,75.1,67.1,73.8,43.1,Pass,B
STU1617,6.4,62.3,54.7,76.5,56.4,Pass,B
STU1618,6.1,74.7,68.9,50.2,63.9,Pass,B
STU1619,6.2,76.1,75.6,70.5,67.1,Pass,B
STU1620,7.4,82.9,69.6,70.7,62.7,Pass,B
STU1621,5.2,67.8,38.5,50.7,48.6,Fail,Fail
STU1622,5.1,79.0,69.5,81.1,52.5,Pass,B
STU1623,9.2,84.3,74.4,87.3,72.4,Pass,A
STU1624,6.9,91.8,80.5,88.0,79.4,Pass,A
STU1625,9.8,84.8,97.2,96.0,88.6,Pass,A+
STU1626,6.5,56.0,45.7,71.2,49.7,Fail,Fail
STU1627,4.4,72.5,39.3,44.5,52.5,Pass,C
STU1628,7.1,73.2,63.5,61.1,64.8,Pass,B
STU1629,6.1,64.5,50.0,74.7,52.0,Pass,C
STU1630,8.2,72.7,72.0,86.5,71.6,Pass,A
STU1631,4.5,56.7,38.8,30.4,34.8,Fail,Fail
STU1632,7.0,84.8,78.5,79.7,82.0,Pass,A
STU1633,5.2,68.5,56.0,64.0,57.8,Pass,C
STU1634,6.5,67.3,58.8,68.7,56.1,Pass,C
STU1635,4.5,74.9,47.8,44.4,45.1,Fail,Fail
STU1636,3.6,64.0,37.0,20.0,47.1,Fail,Fail
STU1637,6.0,76.5,70.0,77.8,82.1,Pass,A
STU1638,6.5,77.1,63.7,57.5,53.9,Pass,C
STU1639,6.5,48.1,39.8,36.8,39.0,Fail,Fail
STU1640,3.4,60.9,43.8,20.9,46.2,Fail,Fail
STU1641,5.6,81.5,51.5,66.8,63.9,Pass,C
STU1642,9.4,79.8,83.8,93.8,72.1,Pass,A+
STU1643,5.6,58.2,49.2,59.3,33.4,Fail,Fail
STU1644,4.6,49.7,37.2,56.1,49.4,Fail,Fail
STU1645,4.6,56.2,50.6,63.3,58.2,Pass,C
STU1646,6.1,58.7,48.1,75.4,41.0,Pass,B
STU1647,2.6,45.0,21.8,20.0,24.0,Fail,Fail
STU1648,6.9,54.9,60.7,66.9,65.2,Pass,C
STU1649,6.9,66.2,62.0,52.3,65.6,Pass,B
STU1650,9.4,81.9,67.4,80.7,74.3,Pass,A
STU1651,8.8,75.1,90.6,90.8,75.2,Pass,A+
STU1652,7.7,91.0,80.8,86.9,74.5,Pass,A
STU1653,5.9,70.4,59.1,62.2,55.3,Pass,C
STU1654,4.3,68.1,37.6,53.3,56.0,Pass,C
STU1655,9.1,81.3,96.0,100.0,76.2,Pass,A+
STU1656,5.8,76.2,63.4,82.3,54.9,Pass,B
STU1657,6.2,58.3,60.3,63.2,62.8,Pass,C
STU1658,7.3,75.8,45.0,61.1,59.4,Pass,B
STU1659,5.2,71.2,64.1,66.6,70.2,Pass,B
STU1660,7.0,71.8,73.3,60.1,53.0,Pass,B
STU1661,6.6,52.7,48.9,72.6,48.6,Pass,B
STU1662,5.2,55.4,46.7,54.6,43.5,Fail,Fail
STU1663,3.8,73.1,62.1,53.5,59.0,Pass,B
STU1664,4.7,55.0,54.0,51.6,39.5,Fail,Fail
STU1665,6.4,66.3,57.7,64.5,47.7,Pass,C
STU1666,6.1,56.6,52.8,65.2,46.1,Pass,C
STU1667,4.7,73.5,61.3,53.3,61.9,Pass,C
STU1668,7.3,69.3,86.7,98.0,76.9,Pass,A
STU1669,3.7,51.1,20.0,23.4,20.0,Fail,Fail
STU1670,7.9,82.6,78.7,82.4,80.8,Pass,A
STU1671,7.3,72.0,85.9,87.2,87.7,Pass,A
STU1672,3.1,56.1,35.0,21.5,36.7,Fail,Fail
STU1673,5.2,67.5,46.9,62.8,50.3,Pass,C
STU1674,4.6,60.1,60.2,48.5,72.5,Pass,C
STU1675,5.9,47.3,38.4,56.5,30.9,Fail,Fail
STU1676,4.7,45.0,48.8,45.2,45.4,Fail,Fail
STU1677,5.9,62.0,43.9,58.6,47.8,Pass,C
STU1678,9.6,68.4,85.2,100.0,83.3,Pass,A
STU1679,8.1,76.6,82.4,88.0,71.1,Pass,A
STU1680,7.1,76.1,78.5,83.7,68.0,Pass,B
STU1681,7.3,80.1,63.0,74.6,60.9,Pass,B
STU1682,4.6,56.0,40.3,44.3,42.4,Fail,Fail
STU1683,4.5,60.7,53.4,66.8,44.4,Pass,C
STU1684,6.9,78.6,75.9,67.2,65.4,Pass,B
STU1685,3.4,60.9,45.9,36.1,41.3,Fail,Fail
STU1686,8.0,76.7,64.7,83.8,56.1,Pass,B
STU1687,5.2,70.2,73.8,53.7,65.2,Pass,B
STU1688,5.8,51.1,56.2,52.9,46.9,Fail,Fail
STU1689,7.1,80.7,79.6,64.2,58.7,Pass,B
STU1690,6.3,77.2,65.6,66.7,63.1,Pass,B
STU1691,6.2,55.9,58.3,61.1,52.2,Pass,C
STU1692,6.9,75.4,83.3,81.8,58.1,Pass,B
STU1693,5.6,58.7,52.3,60.1,48.3,Pass,C
STU1694,5.4,71.9,76.6,73.9,57.2,Pass,B
STU1695,6.8,75.9,75.0,72.1,77.3,Pass,A
STU1696,7.6,78.3,53.2,65.0,61.5,Pass,B
STU1697,5.4,80.4,60.9,70.7,61.2,Pass,B
STU1698,3.8,45.9,43.6,55.4,36.0,Fail,Fail
STU1699,7.6,81.2,80.4,80.5,68.9,Pass,B
STU1700,6.0,78.4,55.7,59.3,63.2,Pass,C
STU1701,5.7,67.2,59.6,50.7,52.9,Pass,B
STU1702,7.7,86.5,85.9,69.6,70.5,Pass,A
STU1703,5.8,80.3,43.0,62.3,55.1,Fail,Fail
STU1704,5.4,65.6,33.0,53.0,40.5,Fail,Fail
STU1705,4.5,57.4,35.7,48.8,38.9,Fail,Fail
STU1706,6.5,82.4,71.2,71.8,52.5,Pass,B
STU1707,5.1,58.7,37.1,60.1,51.0,Fail,Fail
STU1708,10.0,82.7,95.8,91.6,79.6,Pass,A+
STU1709,3.4,47.7,31.7,43.0,28.8,Fail,Fail
STU1710,7.1,96.1,85.7,85.8,93.6,Pass,A+
STU1711,7.4,62.4,53.1,66.5,59.1,Pass,B
STU1712,5.8,81.0,49.3,68.1,53.1,Pass,B
STU1713,3.2,68.0,53.8,54.2,59.1,Pass,C
STU1714,7.3,58.7,51.1,75.9,62.1,Pass,B
STU1715,5.4,71.0,66.5,63.5,61.2,Pass,C
STU1716,7.2,58.2,75.4,79.9,62.5,Pass,B
STU1717,6.5,74.6,84.4,86.8,63.8,Pass,A
STU1718,6.4,77.2,78.4,77.3,59.8,Pass,B
STU1719,6.3,59.7,53.3,67.9,56.5,Pass,B
STU1720,5.5,68.6,58.4,63.8,44.3,Pass,B
STU1721,6.9,88.1,71.6,79.0,62.8,Pass,A
STU1722,3.7,49.3,46.3,44.3,50.0,Pass,C
STU1723,5.1,47.3,28.3,48.4,35.3,Fail,Fail
STU1724,7.5,87.5,58.6,74.9,65.3,Pass,B
STU1725,5.3,87.1,58.2,64.0,61.2,Pass,B
STU1726,6.9,66.5,61.3,40.4,47.5,Pass,B
STU1727,5.5,77.3,63.8,65.4,45.0,Pass,C
STU1728,7.2,82.9,72.7,68.3,63.2,Pass,B
STU1729,5.7,56.9,43.5,71.2,51.3,Pass,C
STU1730,6.9,57.2,32.1,59.7,47.9,Pass,C
STU1731,6.0,80.7,68.9,57.5,61.9,Pass,B
STU1732,4.5,75.1,39.5,49.8,51.3,Fail,Fail
STU1733,6.5,76.4,52.0,62.4,70.9,Pass,B
STU1734,3.7,46.0,35.5,44.0,35.8,Fail,Fail
STU1735,8.0,94.4,81.0,84.1,69.8,Pass,A
STU1736,5.0,67.1,66.2,74.6,60.1,Pass,B
STU1737,5.3,67.1,60.6,59.3,64.1,Pass,B
STU1738,6.1,79.2,73.6,75.9,79.5,Pass,A
STU1739,8.9,95.7,82.4,80.3,75.5,Pass,A+
STU1740,8.9,84.1,65.8,90.0,71.8,Pass,B
STU1741,3.7,56.5,27.4,42.9,40.9,Fail,Fail
STU1742,4.3,61.6,44.5,50.4,37.9,Fail,Fail
STU1743,5.3,63.2,52.9,56.4,51.3,Fail,Fail
STU1744,7.2,73.2,61.6,72.2,49.3,Pass,C
STU1745,5.7,49.5,60.8,82.4,45.7,Pass,C
STU1746,5.4,59.3,47.8,53.3,51.9,Fail,Fail
STU1747,7.2,71.7,47.6,71.7,57.9,Pass,C
STU1748,5.6,51.4,49.9,47.2,48.5,Pass,C
STU1749,5.5,66.4,60.8,50.1,52.0,Pass,C
STU1750,5.3,54.6,28.6,48.9,35.2,Fail,Fail
STU1751,2.2,76.2,42.1,52.7,51.4,Pass,C
STU1752,5.1,71.0,42.0,46.1,38.0,Fail,Fail
STU1753,4.2,55.8,54.1,47.5,55.9,Pass,C
STU1754,5.4,75.3,72.7,71.0,59.8,Pass,B
STU1755,5.4,59.5,40.9,49.0,46.0,Fail,Fail
STU1756,10.0,83.2,81.2,100.0,75.5,Pass,A
STU1757,6.5,73.8,68.1,59.7,67.9,Pass,B
STU1758,7.2,62.7,77.1,80.8,56.0,Pass,B
STU1759,6.6,50.7,49.1,52.5,42.3,Pass,C
STU1760,8.2,79.4,70.3,84.7,73.1,Pass,A
STU1761,6.9,68.9,53.6,51.5,53.3,Pass,B
STU1762,6.9,61.8,61.8,74.3,61.2,Pass,B
STU1763,8.9,95.3,89.3,100.0,79.0,Pass,A+
STU1764,4.3,61.5,64.3,62.0,45.7,Pass,B
STU1765,7.1,79.8,78.8,72.4,72.0,Pass,B
STU1766,4.3,69.6,49.6,54.5,49.8,Pass,C
STU1767,8.1,67.4,52.6,61.5,61.9,Pass,B
STU1768,7.9,86.7,95.7,87.3,78.1,Pass,A+
STU1769,5.4,58.2,55.2,64.9,51.3,Pass,B
STU1770,8.7,81.2,83.3,98.5,66.2,Pass,A
STU1771,6.9,72.0,77.6,75.3,78.6,Pass,A
STU1772,7.0,56.6,48.1,54.3,48.9,Pass,C
STU1773,6.1,71.6,64.0,77.1,69.5,Pass,C
STU1774,7.4,62.1,69.3,79.6,59.4,Pass,B
STU1775,6.0,68.7,56.9,53.0,65.9,Pass,C
STU1776,2.8,52.5,39.7,45.2,30.9,Fail,Fail
STU1777,4.5,59.7,36.3,52.7,52.5,Pass,C
STU1778,5.7,63.8,47.7,71.1,52.2,Pass,C
STU1779,5.5,66.8,44.4,54.0,57.2,Pass,C
STU1780,6.1,77.4,68.7,46.4,70.8,Pass,B
STU1781,4.8,77.3,61.6,65.5,53.3,Pass,B
STU1782,4.3,51.1,37.7,48.2,37.0,Fail,Fail
STU1783,5.0,60.3,58.4,52.5,62.7,Pass,C
STU1784,7.5,63.7,61.0,68.1,77.1,Pass,B
STU1785,6.8,68.2,71.6,95.3,62.1,Pass,A
STU1786,5.8,73.7,72.4,73.3,73.3,Pass,B
STU1787,6.7,67.9,74.7,81.7,64.7,Pass,A
STU1788,5.8,60.1,60.7,64.0,73.8,Pass,C
STU1789,6.2,63.3,60.2,48.1,44.0,Pass,C
STU1790,5.3,55.9,44.2,44.1,40.7,Fail,Fail
STU1791,4.6,76.9,70.5,63.2,52.7,Pass,B
STU1792,6.4,64.7,60.2,65.2,41.5,Pass,C
STU1793,6.2,66.5,65.9,67.5,62.2,Pass,B
STU1794,5.1,49.1,39.2,51.0,42.8,Fail,Fail
STU1795,4.9,58.8,43.8,49.1,44.0,Fail,Fail
STU1796,6.5,69.1,73.5,67.4,67.0,Pass,B
STU1797,5.6,72.8,58.3,67.3,80.5,Pass,B
STU1798,6.0,57.5,71.7,56.6,59.7,Pass,B
STU1799,7.1,65.0,53.5,52.2,61.1,Pass,C
STU1800,6.1,71.0,53.3,71.5,54.5,Pass,B
STU1801,9.0,77.4,64.4,87.9,70.9,Pass,B
STU1802,5.3,88.0,41.1,57.0,56.7,Pass,C
STU1803,5.4,71.9,52.9,53.0,57.0,Fail,Fail
STU1804,3.9,55.1,54.2,48.2,63.3,Pass,C
STU1805,3.7,63.6,47.2,51.4,61.2,Fail,Fail
STU1806,4.0,49.5,59.0,43.0,51.5,Fail,Fail
STU1807,6.5,69.1,63.6,62.9,44.1,Pass,C
STU1808,5.9,56.6,39.0,64.9,48.3,Pass,C
STU1809,5.9,86.6,83.4,89.3,92.9,Pass,A
STU1810,5.8,55.7,52.3,51.7,45.3,Fail,Fail
STU1811,5.3,65.4,50.2,67.0,63.4,Pass,B
STU1812,5.6,58.7,56.3,43.9,61.8,Fail,Fail
STU1813,9.3,95.6,75.7,95.4,79.5,Pass,A
STU1814,7.1,66.7,63.6,63.9,53.6,Pass,C
STU1815,7.0,93.0,66.6,81.3,56.5,Pass,B
STU1816,3.3,63.1,25.2,39.3,48.2,Fail,Fail
STU1817,4.2,74.5,61.3,73.0,56.3,Pass,C
STU1818,6.3,78.7,72.5,68.2,69.9,Pass,B
STU1819,5.9,72.2,58.5,70.6,51.0,Pass,B
STU1820,6.3,59.4,67.7,74.9,63.6,Pass,B
STU1821,5.2,61.2,49.4,55.9,51.9,Pass,B
STU1822,7.8,87.2,83.0,83.7,77.4,Pass,A+
STU1823,8.5,86.5,94.2,89.9,75.5,Pass,A
STU1824,4.9,52.4,55.8,57.8,59.2,Pass,C
STU1825,5.6,63.9,48.6,58.6,48.8,Pass,C
STU1826,8.2,95.3,90.0,88.8,66.2,Pass,A
STU1827,6.8,92.3,75.5,84.7,77.5,Pass,B
STU1828,6.8,63.1,55.6,68.3,52.3,Pass,B
STU1829,5.4,73.1,62.0,66.2,56.6,Pass,B
STU1830,5.7,62.4,59.1,52.7,63.6,Pass,C
STU1831,5.1,45.0,38.4,55.1,38.5,Fail,Fail
STU1832,5.1,52.1,42.5,43.2,44.9,Fail,Fail
STU1833,5.7,73.8,52.2,58.3,42.7,Pass,C
STU1834,5.4,59.2,38.5,60.1,54.6,Pass,C
STU1835,5.3,65.5,52.7,47.2,58.4,Pass,C
STU1836,6.6,67.2,60.7,70.0,57.0,Pass,C
STU1837,6.7,97.9,91.9,79.6,66.1,Pass,A
STU1838,4.9,74.4,47.7,45.1,60.7,Fail,Fail
STU1839,7.1,96.1,68.0,89.4,65.3,Pass,B
STU1840,5.5,64.8,54.6,56.0,51.1,Pass,C
STU1841,5.8,70.3,55.0,57.4,60.6,Pass,C
STU1842,4.9,59.9,65.2,69.4,53.7,Pass,C
STU1843,4.1,72.0,50.0,53.0,38.4,Pass,C
STU1844,6.6,60.6,56.1,69.7,44.7,Pass,C
STU1845,6.4,71.3,73.8,77.3,65.4,Pass,A
STU1846,5.6,62.2,73.2,73.2,57.2,Pass,B
STU1847,7.6,65.1,72.0,55.4,80.4,Pass,B
STU1848,7.9,79.7,91.8,91.0,75.0,Pass,A+
STU1849,6.2,57.3,49.4,54.4,43.1,Pass,B
STU1850,5.8,58.8,42.0,62.7,47.0,Fail,Fail
STU1851,4.6,57.9,47.0,33.3,51.6,Fail,Fail
STU1852,7.1,70.9,55.1,82.9,50.4,Pass,B
STU1853,4.0,52.8,59.5,56.6,52.7,Pass,C
STU1854,8.3,79.8,70.1,85.6,64.8,Pass,B
STU1855,8.7,90.7,78.7,97.5,66.8,Pass,A
STU1856,4.6,58.7,50.4,73.6,38.0,Pass,C
STU1857,6.4,54.7,37.7,64.4,31.6,Fail,Fail
STU1858,6.3,69.8,71.2,78.4,59.1,Pass,B
STU1859,5.6,74.1,46.6,59.0,52.4,Pass,C
STU1860,7.0,75.0,68.1,73.5,61.0,Pass,B
STU1861,6.1,64.9,59.9,63.6,67.8,Pass,B
STU1862,5.0,59.9,31.7,39.5,50.9,Pass,C
STU1863,8.7,70.8,83.2,83.9,70.3,Pass,A+
STU1864,6.4,88.9,85.4,74.3,66.8,Pass,A
STU1865,6.6,66.6,48.2,59.8,48.2,Pass,C
STU1866,3.9,62.0,49.1,41.2,48.8,Pass,C
STU1867,7.4,62.8,66.5,73.7,54.7,Pass,B
STU1868,7.5,62.8,76.6,72.7,54.8,Pass,B
STU1869,5.7,78.2,70.9,72.2,61.9,Pass,B
STU1870,8.0,95.6,97.1,87.9,80.3,Pass,A
STU1871,4.7,60.8,47.6,83.9,50.2,Pass,C
STU1872,4.8,65.5,49.1,63.9,51.6,Pass,C
STU1873,4.0,45.0,31.6,34.6,42.4,Fail,Fail
STU1874,5.9,56.7,38.7,58.9,42.2,Fail,Fail
STU1875,7.3,67.4,54.3,63.7,66.4,Pass,C
STU1876,9.5,74.6,95.3,86.2,68.9,Pass,A
STU1877,4.8,55.3,58.9,45.2,38.8,Pass,C
STU1878,6.1,63.8,65.1,71.1,61.6,Pass,B
STU1879,4.3,70.5,49.0,54.3,52.8,Pass,C
STU1880,6.6,76.1,76.5,87.0,73.0,Pass,B
STU1881,9.8,67.1,97.1,100.0,61.9,Pass,A+
STU1882,7.0,45.0,53.3,73.4,57.2,Pass,C
STU1883,4.2,58.5,39.8,47.6,55.9,Fail,Fail
STU1884,6.7,80.7,69.4,81.9,60.1,Pass,B
STU1885,6.8,48.9,69.8,79.6,49.0,Pass,B
